/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s30/4.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s30/6.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s30/8.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s30/9.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s30/3.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s30/2.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s30/5.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s30/1.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s38/4.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s38/6.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s38/8.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s38/9.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s38/3.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s38/2.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s38/5.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s38/1.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s13/4.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s13/6.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s13/8.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s13/9.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s13/3.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s13/2.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s13/5.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s13/1.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s7/4.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s7/6.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s7/8.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s7/9.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s7/3.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s7/2.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s7/5.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s7/1.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s31/4.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s31/6.jpg,1
/sampa/home/sandchow/Desktop/rpi-face-detect/dataset/faces/s31/8.jpg,1
